user_sequence,challenge
8378_11,CI26215
8380_11,CI26961
8382_11,CI23663
8383_11,CI23975
8391_11,CI27806
8394_11,CI26221
8396_11,CI26902
8400_11,CI23667
8401_11,CI26218
8402_11,CI26221
8407_11,CI26215
8409_11,CI26210
8411_11,CI26939
8415_11,CI25727
8420_11,CI26168
8421_11,CI25126
8423_11,CI27667
8431_11,CI25135
8432_11,CI26218
8436_11,CI26170
8442_11,CI26221
8444_11,CI23663
8445_11,CI23855
8448_11,CI23769
8457_11,CI26220
8463_11,CI26212
8465_11,CI24968
8466_11,CI26903
8467_11,CI25125
8471_11,CI26951
8473_11,CI26952
8474_11,CI27751
8475_11,CI26918
8479_11,CI26220
8480_11,CI23786
8481_11,CI24031
8483_11,CI26214
8484_11,CI25057
8489_11,CI26903
8496_11,CI23927
8500_11,CI23975
8505_11,CI26221
8510_11,CI26952
8515_11,CI26219
8516_11,CI26902
8517_11,CI26953
8520_11,CI26959
8523_11,CI26959
8526_11,CI23663
8527_11,CI26961
8528_11,CI23766
8529_11,CI27798
8531_11,CI26218
8533_11,CI24138
8534_11,CI27795
8541_11,CI27667
8542_11,CI26902
8549_11,CI26218
8551_11,CI24534
8554_11,CI26221
8559_11,CI24956
8563_11,CI23933
8565_11,CI23697
8568_11,CI26213
8570_11,CI26220
8574_11,CI26960
8576_11,CI26939
8578_11,CI24972
8579_11,CI27670
8583_11,CI23546
8586_11,CI26902
8594_11,CI24273
8595_11,CI23855
8596_11,CI24031
8598_11,CI28580
8599_11,CI23697
8600_11,CI24958
8601_11,CI27669
8606_11,CI28580
8608_11,CI28580
8609_11,CI26903
8610_11,CI26162
8611_11,CI28578
8612_11,CI26168
8614_11,CI26158
8616_11,CI26902
8617_11,CI26215
8621_11,CI27668
8625_11,CI26218
8629_11,CI26213
8636_11,CI23714
8638_11,CI25057
8639_11,CI26903
8641_11,CI24939
8651_11,CI24958
8653_11,CI26221
8657_11,CI26219
8663_11,CI27038
8665_11,CI24876
8666_11,CI28576
8670_11,CI23714
8671_11,CI26903
8674_11,CI24529
8678_11,CI24527
8680_11,CI24529
8686_11,CI23839
8688_11,CI26219
8690_11,CI23648
8693_11,CI27671
8698_11,CI26218
8707_11,CI24532
8708_11,CI24533
8709_11,CI26912
8711_11,CI26218
8713_11,CI24534
8714_11,CI24953
8717_11,CI27794
8720_11,CI24868
8723_11,CI26215
8725_11,CI26949
8730_11,CI24530
8733_11,CI23769
8734_11,CI23933
8737_11,CI24527
8739_11,CI26218
8740_11,CI23880
8747_11,CI26919
8749_11,CI24958
8755_11,CI24530
8757_11,CI26218
8758_11,CI26218
8759_11,CI24257
8760_11,CI24126
8761_11,CI26953
8762_11,CI25141
8765_11,CI26215
8767_11,CI26218
8770_11,CI27680
8771_11,CI26218
8772_11,CI26835
8773_11,CI23769
8775_11,CI26219
8776_11,CI25139
8777_11,CI26220
8779_11,CI26221
8786_11,CI26213
8788_11,CI26939
8793_11,CI23856
8797_11,CI26218
8798_11,CI27038
8804_11,CI27000
8808_11,CI24954
8809_11,CI24138
8810_11,CI26904
8813_11,CI24533
8816_11,CI26220
8818_11,CI27670
8821_11,CI27668
8822_11,CI26904
8824_11,CI26902
8827_11,CI28583
8828_11,CI26943
8832_11,CI24031
8833_11,CI25142
8834_11,CI24876
8835_11,CI27801
8837_11,CI28581
8840_11,CI24962
8842_11,CI27031
8843_11,CI23663
8847_11,CI24531
8848_11,CI25126
8849_11,CI24917
8850_11,CI24533
8851_11,CI24876
8852_11,CI26959
8855_11,CI24530
8856_11,CI26908
8858_11,CI26903
8859_11,CI26212
8862_11,CI26218
8872_11,CI23648
8873_11,CI26171
8874_11,CI25124
8876_11,CI25302
8877_11,CI26961
8878_11,CI23855
8880_11,CI27794
8883_11,CI26949
8884_11,CI26954
8885_11,CI26922
8891_11,CI26902
8893_11,CI24958
8897_11,CI26961
8898_11,CI26919
8899_11,CI24876
8901_11,CI26951
8905_11,CI26214
8914_11,CI27797
8915_11,CI26214
8918_11,CI24261
8921_11,CI26219
8923_11,CI26910
8926_11,CI26216
8928_11,CI24530
8930_11,CI24184
8931_11,CI26218
8934_11,CI26903
8935_11,CI26215
8936_11,CI26220
8937_11,CI26902
8940_11,CI26903
8946_11,CI25125
8947_11,CI26220
8950_11,CI26215
8951_11,CI26994
8952_11,CI24527
8956_11,CI28569
8958_11,CI28579
8959_11,CI28582
8961_11,CI26939
8963_11,CI26910
8964_11,CI28585
8965_11,CI26220
8966_11,CI26903
8969_11,CI25149
8972_11,CI26961
8974_11,CI25177
8976_11,CI26221
8977_11,CI24958
8978_11,CI24935
8979_11,CI26961
8981_11,CI26215
8985_11,CI24093
8988_11,CI26221
8989_11,CI26213
8990_11,CI26221
8994_11,CI24937
8995_11,CI24970
9002_11,CI26218
9005_11,CI26903
9009_11,CI26215
9010_11,CI23786
9016_11,CI24261
9017_11,CI26909
9019_11,CI23663
9020_11,CI24957
9021_11,CI26218
9023_11,CI26214
9025_11,CI26212
9026_11,CI26213
9028_11,CI23887
9034_11,CI26220
9035_11,CI26215
9038_11,CI26660
9039_11,CI26949
9041_11,CI24958
9042_11,CI26215
9044_11,CI27669
9046_11,CI26949
9048_11,CI23663
9057_11,CI26960
9059_11,CI27667
9060_11,CI26216
9061_11,CI26215
9062_11,CI24534
9064_11,CI26781
9065_11,CI26218
9067_11,CI26221
9069_11,CI26955
9076_11,CI26919
9082_11,CI28578
9087_11,CI23933
9092_11,CI26902
9095_11,CI27043
9098_11,CI25125
9099_11,CI23933
9100_11,CI25123
9102_11,CI24958
9106_11,CI26924
9110_11,CI23933
9112_11,CI24958
9113_11,CI26216
9118_11,CI23714
9125_11,CI24031
9128_11,CI26215
9129_11,CI28569
9130_11,CI26154
9135_11,CI27035
9138_11,CI26218
9142_11,CI23546
9143_11,CI24932
9144_11,CI26215
9147_11,CI27795
9153_11,CI26221
9154_11,CI26208
9157_11,CI27671
9162_11,CI24939
9164_11,CI28582
9165_11,CI23933
9166_11,CI26212
9169_11,CI26221
9173_11,CI26055
9175_11,CI26220
9186_11,CI26949
9191_11,CI26220
9200_11,CI27797
9202_11,CI25057
9204_11,CI26902
9205_11,CI26220
9206_11,CI26959
9207_11,CI24972
9212_11,CI26217
9213_11,CI27644
9217_11,CI28581
9221_11,CI26903
9222_11,CI26220
9223_11,CI23856
9225_11,CI24937
9228_11,CI28579
9229_11,CI26220
9231_11,CI24527
9238_11,CI24138
9241_11,CI26907
9245_11,CI27660
9264_11,CI24138
9265_11,CI23648
9268_11,CI23913
9272_11,CI25177
9273_11,CI26902
9275_11,CI26221
9278_11,CI26193
9279_11,CI28575
9280_11,CI23781
9281_11,CI23855
9282_11,CI26221
9284_11,CI23546
9286_11,CI23546
9287_11,CI26943
9296_11,CI26215
9297_11,CI26943
9301_11,CI26221
9304_11,CI26903
9306_11,CI26051
9310_11,CI26904
9315_11,CI24138
9320_11,CI26191
9321_11,CI26221
9323_11,CI24875
9324_11,CI26051
9326_11,CI24958
9328_11,CI26903
9329_11,CI23648
9339_11,CI27795
9346_11,CI25126
9347_11,CI25180
9355_11,CI24530
9360_11,CI24958
9364_11,CI26215
9366_11,CI26921
9368_11,CI26170
9371_11,CI24521
9375_11,CI24534
9376_11,CI25727
9377_11,CI27670
9378_11,CI26941
9380_11,CI26960
9385_11,CI23957
9386_11,CI26949
9387_11,CI26218
9388_11,CI23880
9392_11,CI23975
9393_11,CI23663
9394_11,CI24138
9395_11,CI26959
9401_11,CI26221
9402_11,CI26221
9407_11,CI26911
9409_11,CI23848
9410_11,CI26215
9414_11,CI27275
9415_11,CI25733
9416_11,CI24968
9417_11,CI25107
9418_11,CI23741
9419_11,CI26215
9422_11,CI24915
9429_11,CI26903
9431_11,CI23855
9438_11,CI24531
9439_11,CI24228
9440_11,CI26903
9442_11,CI26218
9444_11,CI26910
9445_11,CI26949
9446_11,CI23927
9453_11,CI23691
9454_11,CI24031
9464_11,CI23887
9466_11,CI27806
9474_11,CI26221
9475_11,CI27670
9476_11,CI23933
9477_11,CI26220
9479_11,CI26216
9482_11,CI26221
9486_11,CI26058
9488_11,CI24956
9494_11,CI24962
9498_11,CI23975
9499_11,CI23765
9500_11,CI26212
9502_11,CI26910
9504_11,CI23691
9506_11,CI26953
9515_11,CI26218
9516_11,CI26217
9517_11,CI26961
9519_11,CI24139
9522_11,CI24868
9526_11,CI23830
9529_11,CI23663
9532_11,CI26215
9533_11,CI26221
9537_11,CI24937
9538_11,CI26941
9539_11,CI23714
9541_11,CI26218
9542_11,CI23691
9543_11,CI26929
9544_11,CI26221
9545_11,CI26162
9546_11,CI24527
9548_11,CI23855
9549_11,CI25500
9550_11,CI28123
9553_11,CI26219
9555_11,CI26903
9566_11,CI24228
9568_11,CI24876
9575_11,CI26902
9580_11,CI26918
9581_11,CI26218
9585_11,CI26902
9586_11,CI24958
9588_11,CI24138
9590_11,CI26165
9594_11,CI23714
9596_11,CI26827
9597_11,CI23769
9599_11,CI24532
9606_11,CI24228
9608_11,CI24956
9609_11,CI26221
9613_11,CI26215
9614_11,CI26910
9615_11,CI25339
9620_11,CI25126
9622_11,CI23887
9628_11,CI26904
9629_11,CI24915
9639_11,CI26920
9642_11,CI24958
9643_11,CI23648
9647_11,CI26902
9648_11,CI26219
9650_11,CI26902
9652_11,CI26219
9655_11,CI26220
9658_11,CI25414
9662_11,CI28479
9664_11,CI26949
9665_11,CI27047
9672_11,CI24958
9673_11,CI24992
9676_11,CI23880
9677_11,CI26215
9679_11,CI25143
9682_11,CI26214
9683_11,CI26218
9684_11,CI23839
9686_11,CI24968
9692_11,CI27675
9694_11,CI23839
9695_11,CI23848
9698_11,CI24968
9699_11,CI25124
9703_11,CI26215
9704_11,CI24533
9706_11,CI26215
9707_11,CI28576
9719_11,CI26903
9726_11,CI25733
9727_11,CI25126
9737_11,CI24522
9739_11,CI24958
9742_11,CI26215
9750_11,CI26903
9753_11,CI28581
9756_11,CI26955
9762_11,CI28581
9767_11,CI25126
9771_11,CI26216
9779_11,CI28577
9780_11,CI28580
9783_11,CI26903
9784_11,CI25057
9786_11,CI26910
9787_11,CI27795
9792_11,CI24868
9796_11,CI28579
9798_11,CI25135
9804_11,CI26903
9805_11,CI25056
9806_11,CI28571
9809_11,CI24532
9810_11,CI26902
9811_11,CI28582
9815_11,CI24184
9819_11,CI26220
9820_11,CI26220
9821_11,CI26949
9822_11,CI26214
9831_11,CI25123
9833_11,CI27034
9843_11,CI27669
9844_11,CI27801
9845_11,CI27668
9848_11,CI24941
9850_11,CI27660
9851_11,CI26943
9852_11,CI26903
9853_11,CI26903
9855_11,CI24099
9856_11,CI23702
9857_11,CI26219
9858_11,CI26919
9862_11,CI26949
9863_11,CI26939
9870_11,CI24426
9871_11,CI26221
9874_11,CI26904
9875_11,CI27806
9876_11,CI28576
9878_11,CI23648
9885_11,CI24868
9886_11,CI26961
9887_11,CI24992
9891_11,CI28578
9892_11,CI24031
9893_11,CI24962
9895_11,CI26910
9896_11,CI24530
9901_11,CI23913
9906_11,CI27467
9910_11,CI26219
9912_11,CI26214
9913_11,CI23663
9916_11,CI26191
9917_11,CI23616
9918_11,CI23648
9923_11,CI27801
9929_11,CI24887
9930_11,CI26215
9936_11,CI26903
9937_11,CI26904
9943_11,CI26219
9947_11,CI23648
9948_11,CI24940
9949_11,CI25075
9950_11,CI24868
9951_11,CI24421
9952_11,CI25727
9954_11,CI24530
9957_11,CI26836
9958_11,CI23933
9963_11,CI26836
9967_11,CI26221
9968_11,CI24866
9973_11,CI26221
9974_11,CI25057
9978_11,CI24530
9980_11,CI25735
9987_11,CI26216
9989_11,CI25740
9990_11,CI27977
9991_11,CI26219
9993_11,CI26903
9994_11,CI28585
9997_11,CI25125
10005_11,CI26220
10010_11,CI23975
10011_11,CI26905
10014_11,CI23848
10017_11,CI26954
10018_11,CI24030
10019_11,CI27676
10022_11,CI26905
10023_11,CI25075
10025_11,CI26904
10026_11,CI26212
10032_11,CI24952
10040_11,CI26221
10041_11,CI24932
10046_11,CI26993
10047_11,CI26949
10049_11,CI26219
10050_11,CI26216
10052_11,CI26211
10054_11,CI24917
10057_11,CI27038
10060_11,CI24534
10061_11,CI25135
10062_11,CI26216
10063_11,CI23750
10064_11,CI26905
10065_11,CI27670
10070_11,CI26903
10071_11,CI26920
10073_11,CI26213
10075_11,CI26220
10076_11,CI26903
10081_11,CI26219
10082_11,CI24957
10083_11,CI23975
10084_11,CI26191
10085_11,CI26215
10086_11,CI26218
10088_11,CI26221
10090_11,CI26220
10091_11,CI27047
10092_11,CI24031
10098_11,CI26218
10100_11,CI24187
10104_11,CI26902
10105_11,CI26167
10106_11,CI23933
10108_11,CI26903
10109_11,CI26903
10116_11,CI24138
10119_11,CI27668
10120_11,CI24534
10121_11,CI24187
10122_11,CI28574
10123_11,CI23648
10124_11,CI26219
10126_11,CI23766
10132_11,CI26903
10134_11,CI28579
10136_11,CI25135
10137_11,CI23856
10140_11,CI26902
10145_11,CI23714
10146_11,CI26904
10147_11,CI24876
10149_11,CI26221
10152_11,CI26939
10164_11,CI23910
10165_11,CI26903
10166_11,CI24944
10169_11,CI26192
10171_11,CI28582
10174_11,CI23933
10175_11,CI25139
10181_11,CI28582
10183_11,CI26949
10188_11,CI26905
10193_11,CI23769
10194_11,CI24958
10195_11,CI24184
10196_11,CI28580
10197_11,CI23769
10199_11,CI26910
10200_11,CI26949
10201_11,CI25633
10202_11,CI26903
10203_11,CI26903
10204_11,CI25075
10205_11,CI24953
10206_11,CI26921
10210_11,CI24527
10211_11,CI26213
10216_11,CI26910
10218_11,CI26213
10220_11,CI23829
10223_11,CI26835
10224_11,CI23855
10227_11,CI27667
10228_11,CI26052
10230_11,CI26215
10231_11,CI26215
10240_11,CI24958
10244_11,CI24138
10245_11,CI23691
10251_11,CI24440
10252_11,CI25135
10256_11,CI26212
10257_11,CI26217
10258_11,CI24420
10260_11,CI26902
10263_11,CI24531
10264_11,CI26221
10267_11,CI26902
10271_11,CI26921
10272_11,CI26904
10273_11,CI28571
10274_11,CI27035
10277_11,CI28581
10278_11,CI26910
10280_11,CI24532
10283_11,CI26902
10286_11,CI24141
10288_11,CI24868
10293_11,CI26213
10297_11,CI27038
10303_11,CI23714
10304_11,CI27799
10308_11,CI25135
10309_11,CI24958
10310_11,CI24962
10319_11,CI27796
10320_11,CI26177
10323_11,CI23839
10324_11,CI23769
10325_11,CI27677
10326_11,CI23648
10329_11,CI26955
10331_11,CI24917
10335_11,CI26215
10337_11,CI26902
10340_11,CI23913
10343_11,CI24530
10347_11,CI26903
10348_11,CI26903
10349_11,CI23785
10351_11,CI24184
10352_11,CI24530
10353_11,CI24873
10356_11,CI26902
10361_11,CI24230
10362_11,CI26051
10363_11,CI26955
10364_11,CI23546
10369_11,CI28582
10371_11,CI26904
10375_11,CI26210
10382_11,CI28581
10383_11,CI26903
10384_11,CI26903
10385_11,CI26903
10387_11,CI26221
10390_11,CI25057
10400_11,CI26213
10402_11,CI26217
10404_11,CI26926
10405_11,CI26922
10409_11,CI24530
10411_11,CI26215
10413_11,CI26922
10414_11,CI24944
10420_11,CI28576
10421_11,CI26949
10424_11,CI24527
10432_11,CI28574
10435_11,CI26903
10436_11,CI25125
10437_11,CI24968
10439_11,CI24868
10441_11,CI26211
10444_11,CI26217
10445_11,CI23880
10448_11,CI23691
10451_11,CI26910
10452_11,CI24206
10453_11,CI23975
10454_11,CI24958
10455_11,CI25057
10456_11,CI25125
10461_11,CI26219
10464_11,CI26903
10465_11,CI28574
10470_11,CI23691
10473_11,CI24942
10474_11,CI26221
10482_11,CI24866
10485_11,CI23855
10491_11,CI26220
10494_11,CI26923
10498_11,CI24935
10499_11,CI27664
10503_11,CI26219
10504_11,CI24871
10505_11,CI26949
10506_11,CI24866
10508_11,CI26215
10510_11,CI23769
10511_11,CI24109
10514_11,CI26215
10517_11,CI24459
10520_11,CI24187
10522_11,CI26218
10527_11,CI26903
10530_11,CI28578
10531_11,CI23663
10534_11,CI26949
10539_11,CI26903
10540_11,CI28579
10542_11,CI26221
10545_11,CI24866
10547_11,CI24958
10548_11,CI25125
10549_11,CI27668
10550_11,CI26903
10552_11,CI23648
10553_11,CI26953
10554_11,CI26214
10557_11,CI26216
10559_11,CI26961
10561_11,CI26939
10562_11,CI26910
10563_11,CI25124
10564_11,CI26218
10573_11,CI27749
10576_11,CI26910
10579_11,CI26941
10581_11,CI24141
10585_11,CI24527
10587_11,CI28581
10589_11,CI27038
10592_11,CI26051
10593_11,CI28578
10594_11,CI23667
10595_11,CI27668
10596_11,CI27668
10597_11,CI25126
10599_11,CI26910
10602_11,CI26220
10606_11,CI24876
10608_11,CI26208
10610_11,CI26218
10611_11,CI28580
10612_11,CI25727
10615_11,CI24225
10618_11,CI24956
10619_11,CI24230
10630_11,CI26221
10631_11,CI26219
10633_11,CI23887
10636_11,CI24958
10637_11,CI26911
10638_11,CI28574
10639_11,CI28580
10640_11,CI26904
10644_11,CI26910
10646_11,CI26218
10647_11,CI28577
10648_11,CI24866
10650_11,CI25177
10654_11,CI25106
10655_11,CI26835
10659_11,CI23855
10660_11,CI26902
10662_11,CI26958
10663_11,CI26926
10665_11,CI26941
10667_11,CI24968
10674_11,CI24876
10679_11,CI26221
10681_11,CI26902
10693_11,CI24958
10694_11,CI24868
10695_11,CI28578
10703_11,CI26215
10705_11,CI25125
10706_11,CI26218
10707_11,CI28567
10708_11,CI23830
10711_11,CI24958
10712_11,CI27670
10713_11,CI26215
10719_11,CI26221
10721_11,CI26904
10722_11,CI26215
10725_11,CI26931
10726_11,CI24958
10733_11,CI26166
10735_11,CI26218
10737_11,CI28575
10740_11,CI24968
10751_11,CI26926
10754_11,CI28577
10757_11,CI24866
10758_11,CI27671
10759_11,CI26221
10760_11,CI27909
10761_11,CI26218
10763_11,CI28586
10765_11,CI23975
10766_11,CI26877
10770_11,CI26218
10776_11,CI26904
10788_11,CI26905
10790_11,CI23913
10794_11,CI26214
10797_11,CI24522
10798_11,CI24532
10799_11,CI26902
10800_11,CI23663
10805_11,CI24876
10806_11,CI26907
10809_11,CI26905
10820_11,CI26215
10821_11,CI26220
10823_11,CI26211
10824_11,CI26903
10825_11,CI24138
10828_11,CI26203
10829_11,CI25375
10832_11,CI26911
10835_11,CI25135
10836_11,CI26904
10841_11,CI27669
10842_11,CI26215
10845_11,CI25180
10847_11,CI26217
10853_11,CI26054
10854_11,CI23929
10857_11,CI24935
10860_11,CI25425
10861_11,CI23887
10862_11,CI25124
10863_11,CI23855
10865_11,CI24958
10866_11,CI25499
10877_11,CI23703
10878_11,CI26220
10880_11,CI26907
10881_11,CI26911
10882_11,CI25135
10886_11,CI26904
10888_11,CI26905
10890_11,CI27043
10891_11,CI24187
10895_11,CI25141
10898_11,CI26902
10901_11,CI26903
10902_11,CI25135
10903_11,CI27666
10908_11,CI26904
10909_11,CI24958
10911_11,CI26902
10913_11,CI26904
10916_11,CI28580
10917_11,CI25732
10918_11,CI27040
10926_11,CI23714
10930_11,CI24534
10931_11,CI23663
10934_11,CI25056
10936_11,CI24876
10937_11,CI24968
10941_11,CI26903
10943_11,CI26910
10948_11,CI26903
10950_11,CI26904
10953_11,CI24970
10959_11,CI24138
10961_11,CI25125
10962_11,CI24937
10964_11,CI24187
10965_11,CI26215
10967_11,CI24455
10968_11,CI26902
10974_11,CI23933
10978_11,CI26220
10984_11,CI23769
10987_11,CI26919
10988_11,CI24139
10989_11,CI26213
10990_11,CI26943
10991_11,CI28582
10992_11,CI23714
10993_11,CI25124
10996_11,CI26219
11000_11,CI26903
11003_11,CI26058
11009_11,CI24093
11014_11,CI26960
11017_11,CI26904
11018_11,CI24532
11019_11,CI26205
11021_11,CI24527
11022_11,CI25375
11024_11,CI24701
11027_11,CI27655
11028_11,CI27676
11030_11,CI26903
11031_11,CI23913
11034_11,CI28582
11036_11,CI23848
11038_11,CI28576
11039_11,CI26939
11040_11,CI25126
11041_11,CI26215
11054_11,CI26955
11057_11,CI26921
11058_11,CI26939
11060_11,CI26954
11063_11,CI26050
11065_11,CI24876
11067_11,CI26910
11068_11,CI24138
11069_11,CI23714
11078_11,CI26218
11080_11,CI25108
11084_11,CI24953
11085_11,CI26954
11086_11,CI24276
11087_11,CI26952
11088_11,CI28582
11092_11,CI24531
11094_11,CI25126
11095_11,CI25634
11099_11,CI23887
11102_11,CI24968
11107_11,CI26220
11108_11,CI26213
11109_11,CI24529
11112_11,CI23975
11113_11,CI26203
11114_11,CI26213
11115_11,CI26212
11116_11,CI24138
11119_11,CI26903
11123_11,CI26920
11125_11,CI26930
11128_11,CI26910
11131_11,CI26912
11132_11,CI24953
11135_11,CI23769
11144_11,CI27034
11147_11,CI26220
11149_11,CI24968
11154_11,CI28569
11155_11,CI25149
11156_11,CI28581
11160_11,CI25056
11168_11,CI26903
11173_11,CI25175
11174_11,CI24951
11175_11,CI24138
11178_11,CI25175
11180_11,CI26921
11182_11,CI26167
11183_11,CI24968
11184_11,CI24876
11186_11,CI25179
11187_11,CI26220
11188_11,CI25022
11195_11,CI24187
11203_11,CI26213
11204_11,CI28583
11206_11,CI26219
11207_11,CI23880
11210_11,CI25075
11213_11,CI26902
11214_11,CI23714
11218_11,CI26910
11219_11,CI24937
11223_11,CI26218
11224_11,CI26218
11228_11,CI23933
11231_11,CI25093
11233_11,CI26902
11234_11,CI24534
11243_11,CI24532
11244_11,CI25143
11245_11,CI26867
11251_11,CI24876
11252_11,CI26051
11254_11,CI26220
11255_11,CI27671
11257_11,CI24968
11262_11,CI24532
11266_11,CI24915
11267_11,CI26192
11268_11,CI25124
11269_11,CI28574
11270_11,CI24957
11272_11,CI25075
11273_11,CI26955
11279_11,CI26904
11283_11,CI26903
11286_11,CI24958
11289_11,CI25177
11293_11,CI26054
11294_11,CI27680
11295_11,CI26904
11296_11,CI24530
11297_11,CI26925
11299_11,CI26905
11301_11,CI26940
11302_11,CI24953
11303_11,CI23855
11305_11,CI26903
11309_11,CI26923
11310_11,CI26904
11311_11,CI26192
11313_11,CI24228
11314_11,CI24187
11334_11,CI24940
11337_11,CI25869
11338_11,CI26949
11339_11,CI24012
11341_11,CI25140
11343_11,CI26904
11344_11,CI26905
11345_11,CI26903
11349_11,CI26215
11351_11,CI24535
11352_11,CI24228
11356_11,CI26954
11357_11,CI24968
11358_11,CI26834
11359_11,CI26832
11360_11,CI23880
11361_11,CI26952
11362_11,CI26954
11363_11,CI27680
11365_11,CI25126
11366_11,CI26218
11367_11,CI25107
11374_11,CI24866
11376_11,CI26903
11377_11,CI24521
11379_11,CI28571
11380_11,CI26218
11382_11,CI23887
11385_11,CI24115
11387_11,CI26051
11389_11,CI26215
11391_11,CI25124
11396_11,CI26909
11397_11,CI26902
11399_11,CI26218
11400_11,CI26903
11410_11,CI26214
11412_11,CI26907
11414_11,CI26952
11415_11,CI26903
11418_11,CI24187
11425_11,CI26939
11429_11,CI25057
11435_11,CI26211
11436_11,CI26904
11440_11,CI23667
11441_11,CI28581
11444_11,CI25075
11447_11,CI23691
11448_11,CI24939
11449_11,CI24530
11453_11,CI24962
11458_11,CI23691
11459_11,CI26870
11460_11,CI24530
11461_11,CI26902
11467_11,CI28577
11468_11,CI28581
11470_11,CI24228
11471_11,CI24876
11472_11,CI26220
11475_11,CI27644
11478_11,CI24530
11479_11,CI24534
11485_11,CI24532
11486_11,CI26220
11487_11,CI26052
11489_11,CI27668
11490_11,CI28248
11496_11,CI26213
11499_11,CI24868
11501_11,CI28577
11503_11,CI26050
11506_11,CI26910
11511_11,CI24138
11514_11,CI24937
11518_11,CI26902
11519_11,CI28200
11520_11,CI28579
11522_11,CI26215
11527_11,CI26215
11530_11,CI24939
11531_11,CI27671
11533_11,CI27669
11534_11,CI26903
11537_11,CI27667
11540_11,CI24930
11543_11,CI27038
11544_11,CI23933
11548_11,CI27667
11556_11,CI25135
11557_11,CI26930
11559_11,CI28569
11562_11,CI26911
11570_11,CI23875
11572_11,CI27668
11575_11,CI26905
11579_11,CI24534
11582_11,CI26909
11583_11,CI23848
11584_11,CI26192
11585_11,CI24532
11587_11,CI26218
11589_11,CI26219
11590_11,CI26902
11592_11,CI24968
11594_11,CI26212
11599_11,CI25074
11601_11,CI26904
11604_11,CI26926
11614_11,CI24956
11615_11,CI27795
11620_11,CI26216
11622_11,CI28584
11623_11,CI26956
11624_11,CI24953
11629_11,CI24939
11631_11,CI25075
11634_11,CI23769
11636_11,CI23830
11637_11,CI26214
11640_11,CI25135
11641_11,CI27795
11642_11,CI24866
11643_11,CI25501
11645_11,CI25135
11646_11,CI26214
11647_11,CI24952
11648_11,CI26910
11649_11,CI26216
11650_11,CI26910
11654_11,CI24522
11656_11,CI26926
11661_11,CI26209
11669_11,CI26221
11670_11,CI23714
11673_11,CI26926
11675_11,CI28581
11678_11,CI28583
11679_11,CI26904
11680_11,CI26903
11684_11,CI23539
11685_11,CI25074
11690_11,CI23539
11691_11,CI28578
11696_11,CI23770
11698_11,CI23714
11707_11,CI26221
11714_11,CI24875
11722_11,CI26218
11723_11,CI24917
11725_11,CI25180
11726_11,CI23933
11732_11,CI27669
11734_11,CI24953
11737_11,CI26913
11745_11,CI23929
11746_11,CI26931
11747_11,CI23933
11753_11,CI26217
11754_11,CI23848
11756_11,CI26210
11758_11,CI26904
11762_11,CI24109
11764_11,CI27677
11767_11,CI26903
11769_11,CI26902
11771_11,CI26902
11772_11,CI24532
11775_11,CI24138
11776_11,CI25336
11777_11,CI23856
11783_11,CI26218
11791_11,CI26903
11792_11,CI28582
11794_11,CI25075
11800_11,CI28580
11803_11,CI23848
11807_11,CI24958
11808_11,CI23933
11809_11,CI23933
11813_11,CI26221
11815_11,CI28578
11824_11,CI25179
11825_11,CI26217
11832_11,CI24532
11834_11,CI28580
11836_11,CI26990
11839_11,CI23714
11842_11,CI26931
11843_11,CI27040
11844_11,CI26903
11845_11,CI27919
11846_11,CI26902
11854_11,CI26905
11855_11,CI26903
11858_11,CI25362
11860_11,CI26902
11862_11,CI24915
11865_11,CI26219
11868_11,CI25126
11874_11,CI25057
11879_11,CI26910
11880_11,CI26903
11882_11,CI23956
11884_11,CI28569
11886_11,CI25177
11894_11,CI23769
11895_11,CI27667
11900_11,CI28580
11901_11,CI26183
11902_11,CI26903
11905_11,CI26941
11906_11,CI26220
11909_11,CI26943
11910_11,CI26910
11911_11,CI25074
11914_11,CI25126
11917_11,CI26902
11920_11,CI27797
11922_11,CI23648
11924_11,CI25126
11926_11,CI24187
11928_11,CI26943
11934_11,CI26903
11935_11,CI24962
11937_11,CI26921
11938_11,CI26902
11945_11,CI26903
11954_11,CI26919
11956_11,CI27792
11957_11,CI27670
11958_11,CI26905
11959_11,CI26903
11961_11,CI26926
11962_11,CI27058
11964_11,CI26212
11965_11,CI26167
11966_11,CI26951
11971_11,CI26941
11981_11,CI24868
11982_11,CI23714
11983_11,CI25056
11985_11,CI26910
11989_11,CI24918
11991_11,CI23648
11992_11,CI26903
11994_11,CI24968
11996_11,CI26926
11998_11,CI25177
11999_11,CI26909
12001_11,CI26221
12002_11,CI26931
12004_11,CI26213
12005_11,CI26957
